30/01/14;11042
30/01/14;11047
01/02/14;11050
02/02/14;11050
03/02/14;11050
11/02/14;11417
12/02/14;11422
14/02/14;11469
15/02/14;11469
16/02/14;11469
17/02/14;11472
18/02/14;11534
20/02/14;11540
24/02/14;11693
25/02/14;11693
26/02/14;11754
27/02/14;11757
28/02/14;11758
01/03/14;11758
02/03/14;11758
03/03/14;11758
04/03/14;11758
05/03/14;11758
06/03/14;11758
07/03/14;11758
08/03/14;11758
09/03/14;11758
10/03/14;11758
11/03/14;11758
12/03/14;11758
13/03/14;11758
14/03/14;11758
15/03/14;11758
16/03/14;11758
17/03/14;11758
18/03/14;11758
19/03/14;11758
25/03/14;11762
26/03/14;11791
27/03/14;11792
28/03/14;11792
02/04/14;11872
04/04/14;11897
07/04/14;11890
08/04/14;11894
09/04/14;11897
10/04/14;11905
11/04/14;11905
12/04/14;11906
13/04/14;11906
14/04/14;11906
16/04/14;11913
18/04/14;11910
23/04/14;11910
24/04/14;11910
02/06/14;12211
03/06/14;12241
04/06/14;12246
05/06/14;12251
06/06/14;12257
07/06/14;12257
08/06/14;12257
09/06/14;12257
10/06/14;12257
11/06/14;12257
12/06/14;12258
13/06/14;12258
